CO_GT,PT08_S1_CO,NMHC_GT,NOx_GT,PT08_S3_NOx,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T,RH,AH,PT08_S2_NMHC
1.9000000000000001,1204.0,-900.0,108.0,677.75,68.0,1831.5,1132.75,33.725,123.02499828338499,4.29904466087038,1107.25
2.1,1208.0,-900.0,265.8,602.0,119.6,1400.3333333333,1080.3333333333,18.799999491374003,163.700002288819,2.4287298312972134,1064.3333333333298
2.4,1100.5,465.0,153.0,962.25,102.0,1557.25,814.5,21.424999809265003,72.62500057220498,1.3119444805619167,1184.0
3.5,1373.75,-900.0,553.1,505.25,190.3,1505.5,1711.75,11.000000095367,157.29999885559002,1.465212897290463,1342.75
1.9000000000000001,1094.5,-900.0,212.5,606.5,124.5,1304.75,817.25,26.174999809265003,78.99999914169399,1.8499015111017119,1096.75
4.699999999999999,1276.5,-900.0,873.0,602.0,240.0,1393.0,1766.5,11.175000047684,95.425000286101,0.9373332927224766,1508.75
-900.0,775.5,-900.0,32.1,1581.0,30.2,739.0,304.75,5.625000095367399,127.29999885559,0.8733338537150737,573.5
4.8,1485.5,-900.0,624.3,437.5,177.8,1819.0,1670.75,14.399999713898,168.85,1.9237382306432134,1590.0
-900.0,857.0,-900.0,-900.0,1046.5,-900.0,1360.0,559.5,24.24999961853,166.60000286102198,3.39610327460657,743.0
-900.0,932.0,-900.0,-900.0,779.75,-900.0,1682.25,921.0,23.199999904633,156.25000057220498,3.0036208481041453,1013.25
2.3000000000000003,1336.75,-900.0,315.3,524.75,124.7,1501.0,1449.25,16.949999427795003,207.1,2.7269696926448526,1144.5
3.7,1250.75,-900.0,320.0,629.5,158.0,1913.75,1475.5,26.1,90.25000057220498,2.090634442693763,1421.75
-900.0,-900.0,-900.0,-900.0,-900.0,-900.0,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
3.5,1367.75,354.0,240.0,758.0,133.0,1869.5,1312.5,12.1,188.874997711183,1.8606221180035818,1335.25
3.1,1454.75,353.0,231.0,711.25,122.0,1865.75,1411.25,16.74999961853,165.77499828338497,2.176415431307397,1257.0
4.0,1516.0,-900.0,193.0,627.5,129.0,2162.0,1475.25,26.500000095367003,103.824999427795,2.444710707152876,1542.0
1.4000000000000001,998.75,-900.0,86.0,791.0,76.0,1559.25,1058.5,21.174999809265003,140.874997711183,2.4170738991641296,1058.25
0.6,830.0,-900.0,76.6,1356.25,63.0,748.75,383.5,2.8499999403954,129.699999427795,0.7518785743535139,615.25
-900.0,965.75,-900.0,53.0,939.75,39.0,1418.75,550.5,22.87499961853,192.100002861022,3.6014222301562997,835.75
2.4,893.75,-900.0,186.0,1049.0,103.0,979.0,642.75,9.9000001907349,125.87500057220498,1.1165468051119967,922.0
4.0,1274.5,-900.0,254.0,613.5,153.0,2088.25,1385.25,31.375000095367003,81.85000143051099,2.546876022302324,1489.0
3.5,1439.75,-900.0,561.8,484.25,147.4,1551.5,1598.75,12.075000143051,202.374991989136,1.9834868005464668,1346.75
-900.0,1037.75,-900.0,-900.0,785.75,-900.0,1382.0,976.5,22.025000190735,118.22500286102198,2.1468443358182614,1051.0
1.1,945.5,-900.0,-900.0,951.5,-900.0,1301.25,482.25,24.925000286102,120.25000057220498,2.5756403195343234,815.75
-900.0,1508.25,-900.0,-900.0,762.0,-900.0,1810.75,1251.0,23.824999904633,85.824999427795,1.7546734979395846,1362.75
1.5,1047.0,-900.0,103.0,843.75,98.0,1601.0,822.0,23.549999809265003,129.55000171661501,2.558013475657013,1049.25
1.3,972.0,-900.0,70.0,962.25,82.0,1408.25,932.0,18.099999523163003,121.45000228881699,1.754198268564032,947.5
-900.0,1548.6666666667,-900.0,-900.0,511.66666666667004,-900.0,1938.3333333333,1482.6666666667,23.799999491374003,166.899999237061,3.314799474120507,1469.6666666667
-900.0,909.75,-900.0,-900.0,1236.25,-900.0,1455.5,637.0,13.1,234.624997711183,2.4327172472267944,739.25
0.7,843.75,-900.0,-900.0,1110.25,-900.0,1293.75,615.25,20.049999809265003,187.00000057220498,2.97257806971026,746.5
0.7999999999999999,836.75,-900.0,82.0,1209.5,58.0,1227.5,520.0,21.175000286102,133.52500114440997,2.296097329899656,813.75
1.8,943.75,-900.0,-900.0,953.25,-900.0,895.25,980.75,2.4499999642372,169.074999427795,0.9267641837569299,842.5
2.6,1197.75,-900.0,302.8,736.0,129.6,1015.0,1357.25,6.0250000715256,150.249997711183,1.037855358555623,1028.25
2.1,1267.0,-900.0,-900.0,623.75,-900.0,1231.5,1375.5,8.1750000476837,216.32499656677302,1.6595398856240124,1070.75
1.7000000000000002,1094.5,-900.0,100.0,702.25,86.0,1651.5,869.25,28.174999809265003,144.02500114440997,3.6865524954586766,1002.25
-900.0,831.75,-900.0,-900.0,1111.25,-900.0,1340.75,430.25,32.45000038147,78.85,2.6045831894337255,808.25
-900.0,954.25,-900.0,-900.0,934.5,-900.0,1066.75,697.75,10.749999856949,179.725,1.6347640075088008,817.5
2.2,1162.25,-900.0,267.3,755.75,133.1,1044.75,1340.0,8.2250001192093,149.80000171661501,1.1833132337132939,1006.25
1.5,967.75,-900.0,224.7,869.0,148.1,937.75,723.75,4.500000095367399,145.225,0.9174259193642218,930.75
3.2,1034.25,-900.0,389.0,781.75,141.0,1214.0,1017.75,14.549999809265,117.550001716615,1.381474291244797,1145.25
2.4,1253.0,-900.0,304.0,666.25,82.0,1635.25,1111.5,24.625000095367003,176.35,3.6676269066739526,1102.25
1.1,1078.0,-900.0,139.9,787.0,101.4,1093.75,611.5,17.249999856949003,107.499997711183,1.4887246520748911,877.25
3.2,1497.25,-900.0,309.0,509.5,88.0,1886.25,1456.75,28.199999904633,136.00000057220498,3.491475713358027,1396.0
-900.0,1249.25,-900.0,-900.0,882.0,-900.0,1592.75,925.25,16.775000190735,169.52500114440997,2.2267362163945985,1041.5
2.4,1026.75,-900.0,350.1,729.5,172.0,933.0,887.5,15.100000238419,47.499999856948,0.6355148876982659,1117.75
1.1,971.75,-900.0,162.0,983.25,69.0,1127.5,796.5,12.949999904633,199.14999828338497,2.0608975811678114,816.25
1.5,917.25,-900.0,122.0,921.25,107.0,1382.25,751.0,35.374999618530005,51.1,2.0091937307802303,1024.25
-900.0,1150.0,-900.0,-900.0,643.0,-900.0,1728.5,931.25,33.925000762939,87.77499971389899,3.128512754700344,1205.5
2.7,1178.0,195.0,164.0,966.75,119.0,1437.5,913.25,22.750000095367003,68.87499914169399,1.344850259784504,1095.25
-900.0,927.5,-900.0,-900.0,1109.25,-900.0,1327.75,707.0,21.799999809265003,166.15000114440997,2.938467167110093,769.0
3.1,1059.75,-900.0,-900.0,787.5,-900.0,1035.25,1040.25,3.5750000238419,206.57499656677302,1.1916796164362466,954.5
4.0,1649.5,-900.0,232.0,730.75,140.0,1898.0,1444.0,17.199999904633,153.92500171661501,2.0828298397558846,1341.0
2.4,1238.0,-900.0,339.4,651.5,158.9,1219.25,1284.25,4.3999999523163,242.874997711183,1.4581518278149985,1027.25
1.5,1055.25,-900.0,207.4,829.5,138.8,906.25,1287.25,4.4999999761581,129.92499885559002,0.8312476705153702,873.75
0.7,835.25,-900.0,18.0,1090.5,25.0,1541.5,613.75,21.375000095367003,164.65000114440997,2.841433088452724,851.5
-900.0,1087.0,-900.0,-900.0,694.75,-900.0,1614.5,840.75,27.1,129.249997711183,3.1235655606131356,1072.75
-900.0,1238.0,-900.0,-900.0,759.5,-900.0,1927.25,1266.25,16.375000095367003,153.92499885559002,1.9831612603718245,1423.75
5.3999999999999995,1340.25,-900.0,757.1,548.5,236.9,1295.25,1862.0,6.2499999761581,102.175001716615,0.7473119543071493,1419.25
1.6,1004.0,-900.0,207.0,933.5,101.0,1350.5,701.75,28.49999961853,85.14999971389899,2.2596085284011864,984.5
-900.0,1063.5,-900.0,95.0,712.0,88.0,1730.0,915.75,27.424999809265003,154.67500171661501,3.7879291197988705,1049.0
1.0,1072.0,-900.0,117.7,861.0,75.8,1160.0,888.5,12.124999856949,207.700002288817,2.0393232408327258,820.5
1.2000000000000002,-900.0,-900.0,117.7,-900.0,91.7,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
3.0,1432.0,215.0,187.0,903.25,130.0,1771.75,1315.0,28.349999523163003,55.82499942779501,1.502771477667279,1346.5
4.699999999999999,1414.75,-900.0,458.0,484.5,118.0,1971.5,1430.0,23.37499961853,159.324999427795,3.091947647826447,1563.5
3.0,1253.0,-900.0,312.0,655.25,152.0,1737.0,1090.5,32.975,83.27500114441,2.824483559031745,1333.75
-900.0,1322.25,-900.0,-900.0,596.25,-900.0,1723.25,1352.25,21.574999904633,189.77499828338497,3.2985127714275104,1249.5
2.0,1224.6666666667,252.0,87.0,877.33333333333,75.0,1636.0,974.33333333333,27.033333714803,96.299998855591,2.3434275681755996,1078.6666666666702
5.0,1376.75,-900.0,283.0,560.5,198.0,2218.0,1663.25,34.124999618530005,98.875002002716,3.5501476078971788,1535.0
3.7,1306.5,-900.0,573.0,583.75,209.0,1468.0,1430.25,18.424999809265003,150.1,2.1862833000225823,1260.5
0.9,966.0,-900.0,55.0,871.0,66.0,1605.25,980.75,27.625000095367003,124.074999427795,3.0924439345761474,963.5
0.6,1176.0,-900.0,240.5,699.5,151.9,1169.0,1074.75,10.699999904633,167.725,1.5275703456671277,963.25
-900.0,840.25,-900.0,46.0,1111.0,56.0,1387.0,713.75,17.149999713898,143.05000171661501,1.9369141254341478,923.5
1.7000000000000002,1240.5,157.0,90.0,785.75,93.0,1675.25,1257.75,18.000000095367003,168.699999427795,2.38409399435856,1109.5
1.5,1017.0,-900.0,180.0,793.66666666667,80.0,1318.3333333333,931.66666666667,17.6,178.19999847411998,2.453619455947013,1002.66666666667
4.6,1536.75,-900.0,508.0,422.75,199.3,1843.75,1604.0,21.025000190735,118.00000057220498,2.022978476212682,1535.75
3.2,1217.0,-900.0,511.2,578.75,205.4,1234.75,1451.5,13.250000095367,71.725,0.8193055972531876,1346.25
2.3000000000000003,1340.25,-900.0,168.0,741.25,103.0,1753.0,1317.25,20.675000286102,141.47500286102198,2.357314732377398,1190.0
1.0,959.5,-900.0,128.5,993.0,111.7,999.25,613.0,4.524999833107,231.325002288817,1.4046111130089203,778.0
0.30000000000000004,740.75,-900.0,31.8,1802.25,28.3,564.0,223.0,0.04999999925494201,112.52500114440998,0.565230636260884,540.25
-900.0,1019.5,-900.0,-900.0,1025.5,-900.0,1492.25,687.25,10.374999856949,226.975,1.9915966669279865,958.0
1.0,1007.25,87.0,56.0,1202.25,73.0,1371.75,737.0,13.899999952316,154.29999885559002,1.7142768258584555,849.5
0.6,852.0,-900.0,58.0,1072.5,61.0,1459.75,724.25,24.149999237061003,139.225,2.8378561000962392,806.0
1.5,1048.75,93.0,82.0,1129.0,92.0,1370.0,795.0,9.8000000476837,185.04999885559002,1.5850382045772144,903.25
2.5,1187.5,-900.0,356.3,601.75,180.2,1276.5,1271.0,24.425000286102,71.27499971389899,1.5237273554522683,1177.0
3.0,1396.0,178.0,210.0,981.25,129.0,1743.25,1038.5,8.1,243.54999885559002,1.847177067237085,1183.5
3.0,1081.75,-900.0,-900.0,869.25,-900.0,1782.25,983.0,24.525000190735,105.77499828338499,2.226414600844215,1236.75
2.9,1391.25,-900.0,311.0,576.25,122.0,1756.75,1290.0,26.175000286102,127.89999828338499,2.934441302941239,1373.0
1.9000000000000001,1156.0,-900.0,107.0,852.25,87.0,1705.75,1050.25,19.525000190735,163.824999427795,2.536772712291314,1082.25
-900.0,1479.75,-900.0,-900.0,472.25,-900.0,1958.0,1747.75,19.525000190735,183.54999885559002,2.8303463297815994,1617.5
4.3,1342.0,-900.0,908.0,551.75,206.0,1458.75,1681.0,14.774999952316,116.87500057220498,1.3924265812052705,1418.75
2.3000000000000003,1081.0,-900.0,-900.0,862.5,-900.0,1736.25,899.75,37.900000190735,52.300000286101,2.3438420124127455,1232.75
5.6,1397.25,-900.0,802.0,540.25,133.0,1986.25,1557.75,15.1,173.199999427795,2.0556461104658155,1626.5
-900.0,1365.0,-900.0,-900.0,534.75,-900.0,1920.0,1413.75,19.375000095367003,179.04999885559002,2.7389624889782,1473.5
-900.0,1460.0,-900.0,-900.0,511.0,-900.0,1922.5,1760.5,24.025000190735,146.199999427795,2.9538217361564008,1522.75
0.30000000000000004,1063.25,-900.0,163.0,762.75,106.1,1054.5,517.0,17.774999713898,105.100001430511,1.5027597952580547,849.25
-900.0,1386.25,-900.0,-900.0,538.25,-900.0,2057.25,1551.0,23.6,207.775006866454,4.055145290469732,1474.0
-900.0,1211.25,-900.0,-900.0,805.5,-900.0,1697.25,1039.75,10.0500002861023,241.52500114440997,2.0705440648672178,1191.5
2.4,1192.0,-900.0,108.0,874.0,100.0,1612.25,1127.5,17.324999904633,177.92500171661501,2.4101163642327115,1064.25
0.6,893.75,-900.0,-900.0,1217.0,-900.0,1226.0,588.25,24.324999904633,115.67499885559,2.3981859583903216,787.75
2.0,1221.0,-900.0,301.6,617.5,173.5,1198.25,1392.0,13.750000095367,145.825002288817,1.6110219944446815,1051.5
1.1,888.0,-900.0,104.2,1105.25,83.3,800.0,431.5,3.3250000238419,140.87500057220498,0.8316360159419198,709.5
2.9,1297.5,-900.0,584.5,550.5,222.6,1362.5,1380.75,12.925000047684,148.074999427795,1.555405302636216,1246.0
0.9,999.5,52.0,66.0,1265.5,74.0,1305.75,538.0,13.500000095367,168.17500171661501,1.8151493605882947,748.0
1.8,1090.25,-900.0,86.0,733.5,91.0,1745.75,1104.75,25.974999523163003,138.54999885559002,3.1348125621388223,1127.0
-900.0,999.0,-900.0,100.0,835.5,98.0,1609.0,807.25,33.975,80.725,2.8927572621839355,1054.75
1.5,1055.75,-900.0,103.0,803.5,87.0,1710.25,966.0,24.650000190735,134.875003433227,2.8321405774680755,1094.75
1.1,959.5,-900.0,91.0,897.0,70.0,1688.25,955.75,20.625000095367003,164.35,2.7145858237645455,1055.25
-900.0,778.25,-900.0,17.0,1901.75,20.0,1122.5,302.5,16.350000476837,123.02499828338499,1.6025194149580084,587.0
-900.0,856.5,-900.0,18.0,1317.5,24.0,1266.75,470.75,18.424999809265003,120.09999713897801,1.769026600225383,696.75
0.5,793.5,-900.0,44.0,1168.5,59.0,1326.75,611.5,19.6,127.374997711183,2.0030089583434108,756.0
2.8000000000000003,1192.5,281.0,123.0,873.5,99.0,1553.25,945.5,10.475,144.17499885559002,1.3091181083082413,1213.0
1.8,1051.0,-900.0,107.0,1035.0,98.0,1467.5,747.75,26.149999713898,68.12499914169399,1.6064971438911109,1070.25
2.5,-900.0,-900.0,150.0,-900.0,125.0,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
1.2000000000000002,968.75,-900.0,366.0,872.25,110.0,1645.75,1096.0,21.424999809265003,167.35000286102198,2.894866821677264,1155.25
5.8,1618.25,757.0,312.0,579.75,143.0,2171.75,1450.5,14.725,228.02500114440997,2.614613393115344,1527.5
0.7,836.5,-900.0,57.0,1130.5,48.0,1314.75,627.5,23.149999713898,162.025004005432,3.1020112735564833,763.25
2.0,1054.5,-900.0,237.0,764.5,119.0,1287.75,837.5,17.82500038147,154.67499885559002,2.171482569076577,1048.5
-900.0,1234.25,-900.0,-900.0,585.5,-900.0,1460.25,1500.5,8.1749999284744,177.474997138978,1.3793311825793722,1405.0
1.0,865.5,-900.0,-900.0,1050.25,-900.0,1080.25,596.0,6.6249999761581,256.975,1.7705725890657789,830.25
0.4,994.75,-900.0,166.0,914.75,117.0,943.25,1134.0,5.749999856948899,144.02500114440997,0.9824408130966594,913.25
-900.0,1112.75,-900.0,264.0,651.5,172.0,1722.0,1361.0,31.85,58.225,1.8871369798477324,1387.5
3.3000000000000003,1338.75,-900.0,390.0,561.5,136.0,1789.5,1396.5,23.6,174.85,3.428092532357729,1340.75
2.3000000000000003,1278.0,-900.0,287.9,586.5,123.8,1304.75,1316.0,16.20000038147,108.999997711183,1.4186239482159144,1137.75
2.0,1183.25,-900.0,99.0,859.5,106.0,1585.75,776.5,31.824999427795003,58.6,1.8961284346046416,1130.5
0.6,892.75,-900.0,90.8,1133.75,66.6,956.75,396.75,13.574999904633,151.90000114440997,1.656514714055631,684.5
1.6,1040.25,-900.0,263.0,793.75,95.0,1275.5,913.25,12.450000143051,240.399995422363,2.392348689861679,985.0
1.1,1078.25,-900.0,128.2,806.0,94.8,1122.0,711.25,12.374999856949,197.57499656677302,1.9747351731311578,798.25
9.6,1932.75,-900.0,955.0,323.25,181.0,2788.0,2374.0,22.62499961853,184.67499885559002,3.4158882532722936,2156.75
1.7000000000000002,1067.5,-900.0,201.0,798.25,99.0,1260.5,828.25,14.574999904633,188.950002288817,2.163778761449396,926.25
1.0,970.5,54.0,79.0,1307.0,76.0,1244.75,761.5,9.9500001430511,152.200002288817,1.3333501541141486,792.75
1.1,1009.75,-900.0,162.0,874.75,107.0,1200.25,836.75,11.949999904633,232.67499885559002,2.2482018474519285,850.75
1.5,953.75,-900.0,118.0,989.5,88.0,1574.0,694.0,22.474999523163003,130.824999427795,2.427397806651647,974.5
0.7,848.0,-900.0,62.5,1265.5,56.9,767.5,334.25,4.1249999761581,153.1,0.9400010124571854,652.75
5.199999999999999,1700.5,-900.0,308.0,493.5,132.0,2425.5,1829.5,20.500000572205,167.27499828338497,2.7409610236759123,1683.75
1.7000000000000002,1120.0,-900.0,112.0,840.75,99.0,1748.5,1000.5,29.400000190735,107.87500057220498,2.9821958638196606,1073.25
1.7000000000000002,1119.75,-900.0,179.5,714.25,104.6,1229.5,918.0,13.449999904633,199.225005722047,2.125515565224634,896.0
2.4,1170.25,-900.0,343.3,589.0,152.1,1389.25,1161.0,15.250000095367,192.69999942779498,2.2966837985897977,1087.5
-900.0,1150.5,-900.0,-900.0,720.25,-900.0,1262.5,956.5,9.6750000476837,248.724994277953,2.0799902458864854,978.0
2.0,1089.5,165.0,110.0,959.75,98.0,1526.75,791.75,13.750000095367,148.525004005432,1.6390183019743798,1102.75
1.1,938.75,-900.0,184.5,963.75,125.3,938.75,689.0,6.250000095367399,154.00000057220498,1.0759618835406184,854.75
2.3000000000000003,-900.0,-900.0,252.6,-900.0,148.2,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
2.7,1007.0,-900.0,501.0,1034.5,190.0,1129.75,1073.75,17.250000572205,67.449999427795,0.9708622968764553,1152.75
0.6,928.75,-900.0,81.9,1076.75,60.9,859.25,439.5,6.475,150.77500114440997,1.0700821897655242,680.0
3.8000000000000003,1580.5,-900.0,661.1,470.0,228.2,1447.75,2028.0,11.200000143051,156.249997711183,1.47384986315185,1363.5
1.9000000000000001,1057.0,180.0,104.0,970.75,88.0,1470.0,757.5,20.725000476837,90.17499885558999,1.5425978139866239,1042.0
2.0,1079.0,-900.0,238.0,827.75,94.0,1294.5,889.25,13.649999952316,234.92499885559002,2.5193981001893677,944.0
0.5,917.0,-900.0,-900.0,1074.25,-900.0,1284.0,517.5,23.574999904633,147.25000057220498,2.8982758627911287,729.75
-900.0,1053.0,-900.0,-900.0,636.25,-900.0,1779.0,1082.0,21.824999904633,147.325002288817,2.6204746877948577,1295.75
1.2000000000000002,978.25,-900.0,91.0,983.75,87.0,1533.5,862.0,16.050000047684,169.599997138978,2.133160860166705,980.0
1.6,993.5,-900.0,78.0,750.75,85.0,1497.75,822.5,24.400000190735,130.00000057220498,2.694562575899391,1006.75
-900.0,1076.75,-900.0,-900.0,829.5,-900.0,1528.5,804.5,34.124999618530005,100.824999427795,3.61825977003469,1056.25
1.4000000000000001,869.0,-900.0,170.0,1033.0,92.0,998.75,703.25,11.449999904633,125.574999427795,1.22203168666345,855.0
-900.0,984.75,-900.0,-900.0,863.5,-900.0,1318.25,702.75,21.699999904633,119.65000114440998,2.131282665620443,998.0
-900.0,1015.75,-900.0,-900.0,971.25,-900.0,1482.0,994.5,17.224999523163003,152.35,2.0655882398040624,978.25
1.2000000000000002,999.75,-900.0,194.8,858.0,129.0,914.75,1109.0,3.5250000119209,164.199996566773,0.9646607505675167,857.25
4.699999999999999,1377.0,-900.0,661.0,568.0,170.0,1375.0,1798.0,11.675000047684,153.62500057220498,1.4930349399537037,1341.25
1.3,-900.0,-900.0,59.0,-900.0,69.0,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
1.6,944.5,-900.0,198.8,981.25,141.0,862.0,599.75,3.1749999880791,142.449999427795,0.8322267761950513,798.75
1.7000000000000002,1005.5,-900.0,81.0,737.5,94.0,1662.25,715.75,29.775000190735,125.12500057220498,3.516172488305194,1067.0
4.0,1288.5,-900.0,227.0,628.5,121.0,2062.0,1224.75,17.399999713898,187.975,2.5520997652404844,1429.0
-900.0,968.0,-900.0,-900.0,814.25,-900.0,1141.75,1065.75,8.6,179.349997138978,1.4298035094601251,1050.0
2.0,1079.0,-900.0,244.0,884.25,101.0,1266.75,865.75,14.349999761581,215.050004577637,2.415665567374803,939.25
-900.0,1009.25,-900.0,-900.0,808.0,-900.0,1389.5,912.0,21.274999713898,184.374997711183,3.151506936790849,929.5
3.4,1145.75,-900.0,507.0,723.0,170.0,1066.0,1355.5,4.9499999046326,135.25000057220498,0.8849173912342942,1172.5
2.6,1075.25,-900.0,438.0,697.25,142.0,1346.5,1088.5,10.725,170.79999885559002,1.5561307051951634,1220.0
2.4,1016.0,-900.0,340.0,813.5,118.0,1048.25,974.75,18.99999961853,56.874999141694,0.9181715959959124,1089.5
0.7999999999999999,947.75,-900.0,172.5,913.0,113.4,1027.75,648.25,8.8499997615814,165.250003433227,1.345627870396782,864.5
3.1,1211.5,-900.0,199.0,763.5,111.0,1852.5,1094.5,16.674999570847003,212.57499656677302,2.7505004137061952,1191.75
3.2,1220.75,-900.0,533.1,614.75,186.5,1283.5,1498.75,4.7250000596046,156.475,0.9943957984877417,1288.75
1.9000000000000001,1094.5,-900.0,217.8,630.5,125.9,1265.0,761.5,26.70000038147,74.65000114441,1.8050350654100558,1066.5
8.0,1583.25,-900.0,795.0,468.75,218.0,1575.5,2114.0,10.649999952316,153.325002288817,1.4006839062843388,1525.0
-900.0,1181.5,-900.0,128.0,629.0,115.0,1866.75,908.75,31.99999961853,112.60000286102198,3.588392333795045,1231.75
-900.0,1207.0,-900.0,-900.0,651.25,-900.0,1628.5,1219.25,19.750000572205,169.90000114440997,2.662287138814332,1214.0
-900.0,1110.75,-900.0,147.0,708.25,132.0,1695.25,1110.75,29.74999961853,78.40000114441,2.236401635470702,1255.0
-900.0,911.0,-900.0,-900.0,1073.25,-900.0,1496.75,523.5,27.150000190735,164.574999427795,3.961805544482967,763.0
2.0,1068.75,67.0,136.0,1245.25,111.0,1391.25,833.5,7.8250001430511,179.124997711183,1.361532120547727,979.0
-900.0,891.5,-900.0,31.0,1264.75,42.0,1452.0,470.25,14.775000190735,222.399995422363,2.5603419055453265,738.5
7.6,1578.0,-900.0,763.0,453.0,194.0,1864.25,1683.5,17.750000095367003,169.975,2.3659447012145356,1564.25
-900.0,1011.75,-900.0,-900.0,805.75,-900.0,1357.25,904.75,15.550000286102,182.04999885559002,2.2148842377308307,1054.25
2.6,1277.5,-900.0,467.4,588.25,138.2,1364.25,1370.0,10.749999856949,186.92499885559002,1.6962827220399856,1179.75
1.2000000000000002,1089.0,-900.0,118.0,1158.5,92.0,1474.25,844.0,13.550000047684,175.15000114440997,1.8920473707872862,877.5
-900.0,1045.75,-900.0,-900.0,1113.75,-900.0,1493.25,1029.0,21.750000095367003,87.62499914169399,1.5916441493935947,1159.75
7.0,1790.75,-900.0,1348.0,359.25,246.0,1893.75,2517.25,9.1750000476837,161.42499885559002,1.3431634210463126,1870.25
1.5,987.0,-900.0,258.4,900.25,177.1,856.25,909.75,3.7999999880791,120.40000114440998,0.7459430311906801,906.0
4.3999999999999995,1381.5,-900.0,608.0,509.25,182.7,1427.0,1800.0,10.500000095367,127.074999427795,1.1673517330880407,1480.0
0.7999999999999999,938.0,-900.0,50.0,880.75,51.0,1505.5,776.0,23.37499961853,166.525004005432,3.2272407038026825,880.25
2.8000000000000003,1273.0,-900.0,370.4,596.75,182.3,1302.25,1169.0,20.024999713898,99.249999141694,1.6215684797010683,1168.25
3.9,1170.75,-900.0,434.3,618.75,209.6,1161.25,1317.25,6.975,92.199999427795,0.7131913162380622,1297.25
-900.0,975.25,-900.0,65.0,879.25,93.0,1562.25,781.75,28.549999809265003,107.425001716615,2.8330993200920283,1006.25
0.7999999999999999,884.25,-900.0,27.0,986.25,44.0,1389.75,712.0,25.449999904633,119.199999427795,2.631259954552072,842.5
0.6,944.75,-900.0,63.6,1140.0,56.8,917.5,455.0,7.900000190734899,167.12500057220498,1.2828612417891412,656.25
0.6,933.5,40.0,36.0,1540.0,48.0,1299.5,419.75,9.6750000476837,226.225,1.900805649694826,716.5
1.7000000000000002,1140.5,-900.0,235.7,694.25,154.2,1186.0,1057.0,15.625000095367,147.02500114440997,1.8158660718415018,953.25
-900.0,1059.0,-900.0,-900.0,1108.25,-900.0,1436.25,814.5,13.825000143051,194.64999828338497,2.1269682997852115,833.75
-900.0,1252.25,-900.0,-900.0,610.0,-900.0,1720.0,1114.75,27.524999713898,119.42499885559,2.9635177504194385,1296.5
2.1,1153.25,-900.0,299.0,740.75,111.0,1172.75,1214.25,10.0750001430511,185.42499599456798,1.6151278213548068,1039.25
1.0,1016.25,-900.0,48.0,1119.75,61.0,1388.0,470.0,30.049999809265003,66.24999914169399,1.9361389545955487,926.0
3.2,1422.0,-900.0,137.0,679.25,101.0,1961.75,1208.5,20.250000095367003,158.724997138978,2.5679711259283695,1309.0
4.199999999999999,1387.5,-900.0,756.5,512.75,148.4,1502.75,1640.0,8.050000166893,215.725005722047,1.6423514142126412,1379.25
-900.0,1391.5,-900.0,311.0,565.0,194.0,2014.75,1760.0,34.874999618530005,70.300000286101,2.656292751661165,1491.5
-900.0,1050.5,-900.0,-900.0,974.25,-900.0,1479.75,857.25,17.974999523163003,131.05000171661501,1.8712862879480798,1040.0
3.2,1455.0,235.0,204.0,828.5,135.0,1796.25,1524.0,22.125000095367003,102.25000057220498,1.8807370376252057,1269.75
-900.0,949.75,-900.0,-900.0,976.0,-900.0,1092.25,664.25,9.1499999523163,229.600005722047,1.8656041236335306,748.25
3.3000000000000003,1227.25,-900.0,632.0,1373.75,144.0,1423.25,1341.5,11.074999904633,223.224994277953,2.0472223071214444,1233.25
2.9,1469.75,162.0,179.0,876.25,115.0,1709.0,1357.25,16.975000476837,138.39999828338497,1.857862188533275,1159.25
-900.0,1034.5,-900.0,-900.0,1169.25,-900.0,1446.75,666.0,13.825000143051,199.599994277953,2.178541083406819,800.0
1.4000000000000001,1006.75,-900.0,220.0,885.5,80.0,1517.5,875.0,18.799999809265003,219.40000114440997,3.221579813770086,1000.25
2.6,1097.0,-900.0,151.0,841.0,115.0,1634.5,1019.0,27.800000286102,62.42499885559,1.6197291811236145,1234.25
1.5,1025.5,-900.0,269.0,852.75,114.0,1270.0,795.75,14.074999904633,198.25000343322696,2.197644967464323,948.25
2.1,-900.0,-900.0,222.9,-900.0,152.0,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
3.5,1217.5,-900.0,198.0,673.25,150.0,1901.0,1153.75,31.025000190735,91.300000286101,2.776062459014496,1346.25
-900.0,903.5,-900.0,-900.0,990.0,-900.0,1324.75,705.25,14.924999809265,245.94999656677302,2.8469678360438033,831.0
1.4000000000000001,867.5,-900.0,92.0,993.25,73.0,1351.5,578.5,30.199999904633,58.375000572204996,1.7314724273699031,979.5
-900.0,835.75,-900.0,-900.0,1414.75,-900.0,1260.75,657.75,19.125000095367003,116.72499713897801,1.7936351530164316,755.75
-900.0,1131.0,-900.0,-900.0,717.75,-900.0,1518.75,1057.0,21.175000286102,188.50000057220498,3.2009536043541376,1070.75
